Date,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2023-03-13,010030010,3,2.6,Micrograms/cubic meter (LC),14,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-14,010030010,3,5.5,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-15,010030010,3,5.9,Micrograms/cubic meter (LC),33,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-16,010030010,3,8.1,Micrograms/cubic meter (LC),45,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-17,010030010,3,3.5,Micrograms/cubic meter (LC),19,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-21,010030010,3,15.1,Micrograms/cubic meter (LC),62,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-22,010030010,3,7.9,Micrograms/cubic meter (LC),44,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-23,010030010,3,7.8,Micrograms/cubic meter (LC),43,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-24,010030010,3,5.6,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-25,010030010,3,5.6,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-26,010030010,3,6.4,Micrograms/cubic meter (LC),36,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-27,010030010,3,5.1,Micrograms/cubic meter (LC),28,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-28,010030010,3,5.6,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-29,010030010,3,5.8,Micrograms/cubic meter (LC),32,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-30,010030010,3,10.5,Micrograms/cubic meter (LC),54,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-03-31,010030010,3,11.6,Micrograms/cubic meter (LC),56,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-01,010030010,3,7.4,Micrograms/cubic meter (LC),41,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-02,010030010,3,7.3,Micrograms/cubic meter (LC),41,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-03,010030010,3,9.5,Micrograms/cubic meter (LC),52,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-04,010030010,3,10.7,Micrograms/cubic meter (LC),54,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-05,010030010,3,6,Micrograms/cubic meter (LC),33,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-06,010030010,3,4,Micrograms/cubic meter (LC),22,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-07,010030010,3,5.6,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-08,010030010,3,4.3,Micrograms/cubic meter (LC),24,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-09,010030010,3,0.4,Micrograms/cubic meter (LC),2,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-10,010030010,3,3.7,Micrograms/cubic meter (LC),21,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-11,010030010,3,5.5,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-12,010030010,3,5.1,Micrograms/cubic meter (LC),28,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-13,010030010,3,4.2,Micrograms/cubic meter (LC),23,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-14,010030010,3,5.2,Micrograms/cubic meter (LC),29,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-15,010030010,3,5.1,Micrograms/cubic meter (LC),28,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-16,010030010,3,3.1,Micrograms/cubic meter (LC),17,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-17,010030010,3,3.1,Micrograms/cubic meter (LC),17,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-18,010030010,3,7.1,Micrograms/cubic meter (LC),39,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-19,010030010,3,13.1,Micrograms/cubic meter (LC),58,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-20,010030010,3,8,Micrograms/cubic meter (LC),44,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-21,010030010,3,8.4,Micrograms/cubic meter (LC),47,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-22,010030010,3,4.9,Micrograms/cubic meter (LC),27,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-23,010030010,3,5.9,Micrograms/cubic meter (LC),33,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-24,010030010,3,8.7,Micrograms/cubic meter (LC),48,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-25,010030010,3,12.8,Micrograms/cubic meter (LC),58,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-26,010030010,3,14.2,Micrograms/cubic meter (LC),61,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-27,010030010,3,6.3,Micrograms/cubic meter (LC),35,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-28,010030010,3,9,Micrograms/cubic meter (LC),50,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-29,010030010,3,8.2,Micrograms/cubic meter (LC),46,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-04-30,010030010,3,4.3,Micrograms/cubic meter (LC),24,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-01,010030010,3,5.8,Micrograms/cubic meter (LC),32,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-02,010030010,3,5.3,Micrograms/cubic meter (LC),29,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-03,010030010,3,7.8,Micrograms/cubic meter (LC),43,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-04,010030010,3,8.5,Micrograms/cubic meter (LC),47,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-05,010030010,3,6.8,Micrograms/cubic meter (LC),38,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-06,010030010,3,7.4,Micrograms/cubic meter (LC),41,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-07,010030010,3,6,Micrograms/cubic meter (LC),33,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-08,010030010,3,4.8,Micrograms/cubic meter (LC),27,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-09,010030010,3,5.5,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-10,010030010,3,5,Micrograms/cubic meter (LC),28,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-11,010030010,3,6.4,Micrograms/cubic meter (LC),36,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-12,010030010,3,7.2,Micrograms/cubic meter (LC),40,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-13,010030010,3,5.5,Micrograms/cubic meter (LC),31,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-14,010030010,3,9,Micrograms/cubic meter (LC),50,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-15,010030010,3,10,Micrograms/cubic meter (LC),53,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-16,010030010,3,7.7,Micrograms/cubic meter (LC),43,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
2023-05-17,010030010,3,6.9,Micrograms/cubic meter (LC),38,"FAIRHOPE, Alabama",1,100,88101,PM2.5 - Local Conditions,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,19300,"Daphne-Fairhope-Foley, AL",30.497478,-87.880258,POINT,37.19,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,10,
